County Name,COL Score
"Montour County, Pennsylvania",89
"Franklin County, Pennsylvania",89
"Wayne County, Pennsylvania",89
"Juniata County, Pennsylvania",88
"Beaver County, Pennsylvania",88
"Washington County, Pennsylvania",88
"Sullivan County, Pennsylvania",88
"Union County, Pennsylvania",88
"Wyoming County, Pennsylvania",87
"Snyder County, Pennsylvania",85
"Lycoming County, Pennsylvania",84
"Armstrong County, Pennsylvania",83
"Westmoreland County, Pennsylvania",83
"Lackawanna County, Pennsylvania",83
"Bradford County, Pennsylvania",83
"Columbia County, Pennsylvania",83
"Susquehanna County, Pennsylvania",82
"Huntingdon County, Pennsylvania",82
"Clinton County, Pennsylvania",81
"Bedford County, Pennsylvania",81
"Erie County, Pennsylvania",81
"Tioga County, Pennsylvania",81
"Luzerne County, Pennsylvania",80
"Greene County, Pennsylvania",79
"Mifflin County, Pennsylvania",79
"Potter County, Pennsylvania",78
"Blair County, Pennsylvania",78
"Mercer County, Pennsylvania",78
"Indiana County, Pennsylvania",77
"Somerset County, Pennsylvania",77
"Forest County, Pennsylvania",76
"Northumberland County, Pennsylvania",76
"Fayette County, Pennsylvania",76
"Jefferson County, Pennsylvania",76
"Warren County, Pennsylvania",75
"Schuylkill County, Pennsylvania",75
"Elk County, Pennsylvania",75
"Crawford County, Pennsylvania",75
"Clarion County, Pennsylvania",75
"Cambria County, Pennsylvania",75
"Lawrence County, Pennsylvania",74
"Venango County, Pennsylvania",73
"Clearfield County, Pennsylvania",73
"Cameron County, Pennsylvania",72
"McKean County, Pennsylvania",71
"Newport County, Rhode Island",125
"Washington County, Rhode Island",122
"Bristol County, Rhode Island",120
"Providence County, Rhode Island",108
"Kent County, Rhode Island",103
"Charleston County, South Carolina",114
"Beaufort County, South Carolina",108
"Dorchester County, South Carolina",99
"Berkeley County, South Carolina",98
"York County, South Carolina",94
"Georgetown County, South Carolina",94
"Lancaster County, South Carolina",93
"Greenville County, South Carolina",92
"Horry County, South Carolina",90
"Lexington County, South Carolina",88
"Pickens County, South Carolina",87
"Oconee County, South Carolina",87
"Richland County, South Carolina",86
"Anderson County, South Carolina",86
"Edgefield County, South Carolina",86
"Kershaw County, South Carolina",84
"Spartanburg County, South Carolina",84
"Jasper County, South Carolina",84
"McCormick County, South Carolina",83
"Calhoun County, South Carolina",83
"Colleton County, South Carolina",83
"Aiken County, South Carolina",82
"Florence County, South Carolina",81
"Saluda County, South Carolina",80
"Laurens County, South Carolina",79
"Clarendon County, South Carolina",79
"Chester County, South Carolina",78
"Hampton County, South Carolina",77
"Greenwood County, South Carolina",77
"Barnwell County, South Carolina",77
"Abbeville County, South Carolina",77
"Marion County, South Carolina",76
"Chesterfield County, South Carolina",76
"Newberry County, South Carolina",75
"Williamsburg County, South Carolina",75
"Orangeburg County, South Carolina",75
"Fairfield County, South Carolina",75
"Lee County, South Carolina",75
"Darlington County, South Carolina",74
"Bamberg County, South Carolina",74
"Sumter County, South Carolina",74
"Allendale County, South Carolina",73
"Dillon County, South Carolina",73
"Union County, South Carolina",72
"Marlboro County, South Carolina",72
"Cherokee County, South Carolina",71
"Hutchinson County, South Dakota",103
"Custer County, South Dakota",96
"Pennington County, South Dakota",95
"Lincoln County, South Dakota",93
"Minnehaha County, South Dakota",90
"Meade County, South Dakota",89
"Lawrence County, South Dakota",89
"Union County, South Dakota",86
"Yankton County, South Dakota",85
"Stanley County, South Dakota",84
"Hughes County, South Dakota",83
"Codington County, South Dakota",83
"McCook County, South Dakota",83
"Lake County, South Dakota",83
"Brookings County, South Dakota",82
"Turner County, South Dakota",81
"Butte County, South Dakota",81
"Brown County, South Dakota",80
"Clay County, South Dakota",80
"Fall River County, South Dakota",79
"Davison County, South Dakota",79
"Sully County, South Dakota",79
"Hanson County, South Dakota",79
"Moody County, South Dakota",78
"Hamlin County, South Dakota",78
"Hand County, South Dakota",77
"Deuel County, South Dakota",77
"Edmunds County, South Dakota",77
"Kingsbury County, South Dakota",77
"Brule County, South Dakota",76
"Marshall County, South Dakota",76
"Harding County, South Dakota",76
"Grant County, South Dakota",76
"Beadle County, South Dakota",75
"Miner County, South Dakota",74
"Roberts County, South Dakota",74
"Day County, South Dakota",74
"Sanborn County, South Dakota",74
"Hyde County, South Dakota",74
"Jerauld County, South Dakota",74
"Clark County, South Dakota",73
"Bon Homme County, South Dakota",73
"Faulk County, South Dakota",73
"Potter County, South Dakota",72
"Tripp County, South Dakota",72
"Douglas County, South Dakota",72
"Walworth County, South Dakota",72
"Spink County, South Dakota",72
"Haakon County, South Dakota",72
"Jones County, South Dakota",72
"Lyman County, South Dakota",71
"Perkins County, South Dakota",71
"Aurora County, South Dakota",71
"Charles Mix County, South Dakota",71
"Bennett County, South Dakota",71
"Campbell County, South Dakota",71
"Ziebach County, South Dakota",71
"Gregory County, South Dakota",70
"Dewey County, South Dakota",70
"Jackson County, South Dakota",69
"McPherson County, South Dakota",69
"Mellette County, South Dakota",68
"Corson County, South Dakota",68
"Buffalo County, South Dakota",66
"Todd County, South Dakota",66
"Shannon County, South Dakota",63
"Williamson County, Tennessee",137
"Wilson County, Tennessee",109
"Davidson County, Tennessee",103
"Sumner County, Tennessee",101
"Rutherford County, Tennessee",100
"Maury County, Tennessee",100
"Fayette County, Tennessee",99
"Cheatham County, Tennessee",97
"Robertson County, Tennessee",96
"Dickson County, Tennessee",96
"Loudon County, Tennessee",93
"Cannon County, Tennessee",91
"Moore County, Tennessee",91
"Blount County, Tennessee",90
"Knox County, Tennessee",89
"Hamilton County, Tennessee",89
"Tipton County, Tennessee",88
"Sevier County, Tennessee",88
"Trousdale County, Tennessee",88
"Montgomery County, Tennessee",87
"Marshall County, Tennessee",86
"Smith County, Tennessee",86
"Hickman County, Tennessee",86
"Roane County, Tennessee",85
"Bedford County, Tennessee",85
"Macon County, Tennessee",85
"Meigs County, Tennessee",85
"Union County, Tennessee",84
"Jefferson County, Tennessee",84
"Shelby County, Tennessee",84
"Anderson County, Tennessee",84
"Bradley County, Tennessee",84
"Putnam County, Tennessee",84
"Washington County, Tennessee",84
"Sequatchie County, Tennessee",83
"Pickett County, Tennessee",83
"DeKalb County, Tennessee",83
"Stewart County, Tennessee",83
"Coffee County, Tennessee",83
"Grainger County, Tennessee",83
"Bledsoe County, Tennessee",83
"Madison County, Tennessee",82
"Marion County, Tennessee",82
"Humphreys County, Tennessee",82
"Cumberland County, Tennessee",82
"Hamblen County, Tennessee",82
"Lincoln County, Tennessee",81
"Houston County, Tennessee",81
"Chester County, Tennessee",81
"Monroe County, Tennessee",81
"Hawkins County, Tennessee",81
"Franklin County, Tennessee",80
"Sullivan County, Tennessee",80
"Giles County, Tennessee",80
"Carter County, Tennessee",79
"Lewis County, Tennessee",79
"Lawrence County, Tennessee",79
"Polk County, Tennessee",79
"Morgan County, Tennessee",79
"Perry County, Tennessee",79
"Henderson County, Tennessee",78
"Jackson County, Tennessee",78
"White County, Tennessee",78
"Overton County, Tennessee",78
"Campbell County, Tennessee",78
"Clay County, Tennessee",78
"Crockett County, Tennessee",78
"McMinn County, Tennessee",78
"Van Buren County, Tennessee",78
"Warren County, Tennessee",77
"Hardin County, Tennessee",77
"Rhea County, Tennessee",77
"Unicoi County, Tennessee",77
"Henry County, Tennessee",77
"Hancock County, Tennessee",77
"McNairy County, Tennessee",76
"Benton County, Tennessee",76
"Decatur County, Tennessee",76
"Claiborne County, Tennessee",76
"Cocke County, Tennessee",75
"Wayne County, Tennessee",75
"Grundy County, Tennessee",75
"Hardeman County, Tennessee",75
"Dyer County, Tennessee",75
"Gibson County, Tennessee",74
"Carroll County, Tennessee",74
"Scott County, Tennessee",74
"Fentress County, Tennessee",74
"Greene County, Tennessee",74
"Weakley County, Tennessee",74
"Obion County, Tennessee",74
"Lake County, Tennessee",73
"Haywood County, Tennessee",72
"Johnson County, Tennessee",72
"Lauderdale County, Tennessee",70
"Kendall County, Texas",120
"Travis County, Texas",119
"Rockwall County, Texas",114
"Collin County, Texas",111
"Parker County, Texas",110
"Wilson County, Texas",110
"Fort Bend County, Texas",109
"Hays County, Texas",108
"Comal County, Texas",108
"Denton County, Texas",108
"Williamson County, Texas",107
"Blanco County, Texas",107
"Hood County, Texas",106
"Somervell County, Texas",106
"Wise County, Texas",105
"Ellis County, Texas",105
"Bandera County, Texas",104
"Chambers County, Texas",104
"Gillespie County, Texas",103
"Austin County, Texas",103
"Kaufman County, Texas",103
"Tarrant County, Texas",102
"Dallas County, Texas",101
"Johnson County, Texas",101
"Guadalupe County, Texas",101
"Brazoria County, Texas",101
"Montgomery County, Texas",101
"Bastrop County, Texas",100
"Midland County, Texas",100
"Waller County, Texas",100
"Glasscock County, Texas",99
"Harris County, Texas",98
"Llano County, Texas",98
"Galveston County, Texas",96
"Goliad County, Texas",94
"Medina County, Texas",93
"Aransas County, Texas",92
"Burnet County, Texas",92
"Caldwell County, Texas",91
"Bexar County, Texas",91
"Brewster County, Texas",90
"Liberty County, Texas",90
"Brazos County, Texas",90
"Kerr County, Texas",90
"Lampasas County, Texas",90
"Mason County, Texas",89
"Washington County, Texas",88
"Roberts County, Texas",88
"Henderson County, Texas",88
"Ector County, Texas",88
"Hunt County, Texas",88
"Victoria County, Texas",88
"Walker County, Texas",88
"Randall County, Texas",87
"San Jacinto County, Texas",87
"Atascosa County, Texas",86
"Hartley County, Texas",86
"Grayson County, Texas",86
"Smith County, Texas",86
"Borden County, Texas",86
"Van Zandt County, Texas",85
"Fayette County, Texas",85
"Martin County, Texas",85
"Cooke County, Texas",85
"Live Oak County, Texas",85
"Hemphill County, Texas",85
"Andrews County, Texas",85
"San Patricio County, Texas",85
"Polk County, Texas",84
"Upshur County, Texas",84
"Franklin County, Texas",84
"Leon County, Texas",84
"Gregg County, Texas",84
"Panola County, Texas",84
"Rains County, Texas",84
"Hardin County, Texas",84
"Tom Green County, Texas",84
"Irion County, Texas",84
"Gaines County, Texas",84
"Jeff Davis County, Texas",83
"Nueces County, Texas",83
"Coryell County, Texas",83
"Nacogdoches County, Texas",83
"Webb County, Texas",83
"Wood County, Texas",83
"Archer County, Texas",83
"Bosque County, Texas",83
"Burleson County, Texas",83
"Jackson County, Texas",83
"Newton County, Texas",83
"Matagorda County, Texas",83
"Erath County, Texas",82
"Rusk County, Texas",82
"Colorado County, Texas",82
"Harrison County, Texas",82
"Grimes County, Texas",82
"Bowie County, Texas",82
"Lavaca County, Texas",82
"Maverick County, Texas",82
"McLennan County, Texas",82
"Summit County, Utah",164
"Morgan County, Utah",128
"Wasatch County, Utah",125
"Salt Lake County, Utah",117
"Utah County, Utah",113
"Davis County, Utah",111
"Tooele County, Utah",105
"Grand County, Utah",105
"Washington County, Utah",105
"Weber County, Utah",102
"Daggett County, Utah",102
"Cache County, Utah",100
"Box Elder County, Utah",99
"Uintah County, Utah",98
"Kane County, Utah",96
"Juab County, Utah",95
"Wayne County, Utah",95
"Sanpete County, Utah",94
"Duchesne County, Utah",93
"Iron County, Utah",93
"Rich County, Utah",93
"Sevier County, Utah",91
"Millard County, Utah",91
"Beaver County, Utah",89
"Piute County, Utah",89
"Emery County, Utah",89
"San Juan County, Utah",88
"Garfield County, Utah",84
"Carbon County, Utah",84
"Falls Church city County, Virginia",183
"Arlington County, Virginia",171
"Fairfax County, Virginia",153
"Alexandria city County, Virginia",152
"Loudoun County, Virginia",148
"Fairfax city County, Virginia",148
"Fauquier County, Virginia",133
"Rappahannock County, Virginia",127
"Prince William County, Virginia",126
"Stafford County, Virginia",126
"Manassas city County, Virginia",126
"Clarke County, Virginia",120
"Manassas Park city County, Virginia",115
"Spotsylvania County, Virginia",113
"Fredericksburg city County, Virginia",113
"James City County, Virginia",113
"Culpeper County, Virginia",112
"Poquoson city County, Virginia",112
"Albemarle County, Virginia",111
"Goochland County, Virginia",111
"York County, Virginia",109
"Chesapeake city County, Virginia",107
"Powhatan County, Virginia",106
"King George County, Virginia",106
"Virginia Beach city County, Virginia",106
"Isle of Wight County, Virginia",106
"New Kent County, Virginia",105
"Warren County, Virginia",105
"Charlottesville city County, Virginia",104
"Hanover County, Virginia",104
"Northumberland County, Virginia",104
"Mathews County, Virginia",103
"Frederick County, Virginia",103
"Gloucester County, Virginia",102
"Suffolk city County, Virginia",101
"Chesterfield County, Virginia",100
"Middlesex County, Virginia",99
"Greene County, Virginia",99
"Williamsburg city County, Virginia",99
"Orange County, Virginia",98
"Fluvanna County, Virginia",98
"Winchester city County, Virginia",98
"Henrico County, Virginia",98
"King William County, Virginia",97
"Louisa County, Virginia",96
"Lancaster County, Virginia",96
"Richmond city County, Virginia",95
"Amelia County, Virginia",95
"Botetourt County, Virginia",95
"Caroline County, Virginia",94
"Westmoreland County, Virginia",94
"Bedford County, Virginia",94
"Lexington city County, Virginia",94
"Nelson County, Virginia",94
"Prince George County, Virginia",93
"Madison County, Virginia",93
"Montgomery County, Virginia",93
"Augusta County, Virginia",93
"Newport News city County, Virginia",93
"Franklin County, Virginia",92
"Roanoke County, Virginia",92
"Surry County, Virginia",91
"Norfolk city County, Virginia",91
"Shenandoah County, Virginia",91
"Rockbridge County, Virginia",91
"Rockingham County, Virginia",91
"Essex County, Virginia",90
"Charles City County, Virginia",90
"Dinwiddie County, Virginia",90
"Portsmouth city County, Virginia",90
"King and Queen County, Virginia",90
"Southampton County, Virginia",89
"Appomattox County, Virginia",89
"Cumberland County, Virginia",89
"Franklin city County, Virginia",88
"Colonial Heights city County, Virginia",88
"Highland County, Virginia",88
"Hampton city County, Virginia",88
"Craig County, Virginia",88
"Salem city County, Virginia",87
"Harrisonburg city County, Virginia",87
"Floyd County, Virginia",87
"Amherst County, Virginia",86
"Campbell County, Virginia",86
"Buckingham County, Virginia",86
"Radford city County, Virginia",86
"Page County, Virginia",85
"Washington County, Virginia",85
"Northampton County, Virginia",85
"Richmond County, Virginia",85
"Bath County, Virginia",85
"Accomack County, Virginia",84
"Waynesboro city County, Virginia",84
"Sussex County, Virginia",83
"Staunton city County, Virginia",83
"Lynchburg city County, Virginia",82
"Nottoway County, Virginia",82
"Hopewell city County, Virginia",81
"Giles County, Virginia",81
"Pulaski County, Virginia",81
"Chittenden County, Vermont",114
"Grand Isle County, Vermont",108
"Addison County, Vermont",99
"Lamoille County, Vermont",98
"Franklin County, Vermont",97
"Washington County, Vermont",96
"Windsor County, Vermont",93
"Windham County, Vermont",92
"Orange County, Vermont",92
"Bennington County, Vermont",90
"Caledonia County, Vermont",88
"Rutland County, Vermont",87
"Orleans County, Vermont",87
"Essex County, Vermont",83
"King County, Washington",160
"San Juan County, Washington",144
"Snohomish County, Washington",131
"Skamania County, Washington",119
"Pierce County, Washington",119
"Clark County, Washington",119
"Kitsap County, Washington",119
"Whatcom County, Washington",118
"Island County, Washington",117
"Skagit County, Washington",115
"Jefferson County, Washington",115
"Thurston County, Washington",108
"Douglas County, Washington",106
"Benton County, Washington",105
"Chelan County, Washington",104
"Mason County, Washington",103
"Wahkiakum County, Washington",101
"Kittitas County, Washington",101
"Clallam County, Washington",101
"Cowlitz County, Washington",100
"Pend Oreille County, Washington",99
"Spokane County, Washington",98
"Franklin County, Washington",95
"Walla Walla County, Washington",94
"Whitman County, Washington",93
"Klickitat County, Washington",93
"Lewis County, Washington",93
"Stevens County, Washington",92
"Yakima County, Washington",92
"Asotin County, Washington",91
"Pacific County, Washington",90
"Columbia County, Washington",89
"Lincoln County, Washington",89
"Grays Harbor County, Washington",89
"Garfield County, Washington",87
"Okanogan County, Washington",86
"Ferry County, Washington",85
"Grant County, Washington",84
"Adams County, Washington",81
"Waukesha County, Wisconsin",110
"Ozaukee County, Wisconsin",110
"St. Croix County, Wisconsin",109
"Dane County, Wisconsin",104
"Washington County, Wisconsin",101
"Pierce County, Wisconsin",100
"Racine County, Wisconsin",98
"Columbia County, Wisconsin",93
"Jefferson County, Wisconsin",92
"Kenosha County, Wisconsin",92
"Walworth County, Wisconsin",91
"Milwaukee County, Wisconsin",91
"Sawyer County, Wisconsin",90
"Vilas County, Wisconsin",90
"Iowa County, Wisconsin",89
"Washburn County, Wisconsin",89
"Polk County, Wisconsin",89
"Calumet County, Wisconsin",89
"Door County, Wisconsin",89
"La Crosse County, Wisconsin",89
"Winnebago County, Wisconsin",89
"Outagamie County, Wisconsin",89
"Green County, Wisconsin",88
"Brown County, Wisconsin",88
"Pepin County, Wisconsin",88
"Oconto County, Wisconsin",88
"Buffalo County, Wisconsin",88
"Dunn County, Wisconsin",88
"Eau Claire County, Wisconsin",87
"Sheboygan County, Wisconsin",87
"Chippewa County, Wisconsin",86
"Douglas County, Wisconsin",86
"Marquette County, Wisconsin",86
"Portage County, Wisconsin",86
"Oneida County, Wisconsin",86
"Sauk County, Wisconsin",85
"Bayfield County, Wisconsin",85
"Burnett County, Wisconsin",85
"Trempealeau County, Wisconsin",85
"Dodge County, Wisconsin",85
"Kewaunee County, Wisconsin",85
"Monroe County, Wisconsin",84
"Marathon County, Wisconsin",84
"Waupaca County, Wisconsin",84
"Florence County, Wisconsin",84
"Barron County, Wisconsin",84
"Waushara County, Wisconsin",84
"Taylor County, Wisconsin",84
"Adams County, Wisconsin",83
"Fond du Lac County, Wisconsin",83
"Rock County, Wisconsin",83
"Richland County, Wisconsin",82
"Price County, Wisconsin",82
"Forest County, Wisconsin",82
"Vernon County, Wisconsin",82
"Lafayette County, Wisconsin",82
"Lincoln County, Wisconsin",82
"Crawford County, Wisconsin",82
"Clark County, Wisconsin",81
"Green Lake County, Wisconsin",80
"Rusk County, Wisconsin",80
"Shawano County, Wisconsin",80
"Iron County, Wisconsin",80
"Jackson County, Wisconsin",80
"Grant County, Wisconsin",79
"Langlade County, Wisconsin",79
"Wood County, Wisconsin",79
"Marinette County, Wisconsin",79
"Ashland County, Wisconsin",79
"Juneau County, Wisconsin",78
"Manitowoc County, Wisconsin",77
"Menominee County, Wisconsin",73
"Jefferson County, West Virginia",107
"Berkeley County, West Virginia",93
"Monongalia County, West Virginia",90
"Morgan County, West Virginia",87
"Putnam County, West Virginia",87
"Hampshire County, West Virginia",86
"Mineral County, West Virginia",83
"Grant County, West Virginia",82
"Clay County, West Virginia",82
"Preston County, West Virginia",80
"Monroe County, West Virginia",80
"Pendleton County, West Virginia",80
"Lincoln County, West Virginia",80
"Boone County, West Virginia",79
"Hardy County, West Virginia",79
"Kanawha County, West Virginia",79
"Pocahontas County, West Virginia",79
"Greenbrier County, West Virginia",78
"Doddridge County, West Virginia",78
"Jackson County, West Virginia",78
"Tucker County, West Virginia",78
"Upshur County, West Virginia",78
"Taylor County, West Virginia",78
"Braxton County, West Virginia",77
"Wirt County, West Virginia",77
"Cabell County, West Virginia",77
"Lewis County, West Virginia",77
"Wood County, West Virginia",77
"Wayne County, West Virginia",77
"Roane County, West Virginia",77
"Barbour County, West Virginia",77
"Nicholas County, West Virginia",77
"Marshall County, West Virginia",76
"Ohio County, West Virginia",76
"Marion County, West Virginia",76
"Pleasants County, West Virginia",76
"Hancock County, West Virginia",76
"Calhoun County, West Virginia",76
"Tyler County, West Virginia",75
"Brooke County, West Virginia",75
"Logan County, West Virginia",75
"Harrison County, West Virginia",75
"Summers County, West Virginia",75
"Randolph County, West Virginia",75
"Wetzel County, West Virginia",75
"Mingo County, West Virginia",75
"Raleigh County, West Virginia",75
"Fayette County, West Virginia",74
"Mason County, West Virginia",74
"Mercer County, West Virginia",74
"Wyoming County, West Virginia",74
"Gilmer County, West Virginia",74
"Ritchie County, West Virginia",73
"Webster County, West Virginia",72
"McDowell County, West Virginia",67
"Teton County, Wyoming",177
"Sublette County, Wyoming",108
"Johnson County, Wyoming",104
"Campbell County, Wyoming",103
"Crook County, Wyoming",103
"Park County, Wyoming",102
"Laramie County, Wyoming",101
"Converse County, Wyoming",101
"Sheridan County, Wyoming",98
"Natrona County, Wyoming",97
"Albany County, Wyoming",97
"Sweetwater County, Wyoming",96
"Fremont County, Wyoming",96
"Lincoln County, Wyoming",95
"Uinta County, Wyoming",92
"Platte County, Wyoming",92
"Goshen County, Wyoming",91
"Carbon County, Wyoming",90
"Weston County, Wyoming",90
"Washakie County, Wyoming",90
"Big Horn County, Wyoming",89
"Niobrara County, Wyoming",88
"Hot Springs County, Wyoming",87
